Time,Armed,Event,State,MachTimer,FailSafeTimer,FailSafeMainTimer,h,v,H_SHT,T_SHT,T_CPU,T_BARO1,T_BARO2,T_IMU1,T_IMU2,P_BARO1,P_BARO2,Ax_IMU1,Ay_IMU1,Az_IMU1,Gx_IMU1,Gy_IMU1,Gz_IMU1,Ax_IMU2,Ay_IMU2,Az_IMU2,Gx_IMU2,Gy_IMU2,Gz_IMU2,Ax_H3L,Ay_H3L,Az_H3L,I_BAT1,I_BAT2,V_BAT1,V_BAT2,V_LDR,V_TD1,V_TD2
36280.0,0,0,1,0,0,0,0.0,0.0,49.5,23.23,27.15,23.18,-572.66,29.75,28.72,101163.23,-175702.31,-1.22,-9.64,0.46,-1.34,-1.46,0.0,-0.85,-9.78,0.77,-2.01,-1.28,0.61,-2.4,11.06,37.01,-19702.15,-19641.11,12.54,0.0,1.32,12.13,0.0
36306.0,0,0,1,0,0,0,0.0,0.0,49.5,23.23,25.22,23.19,22.87,29.76,28.71,101167.41,101251.42,-1.24,-9.64,0.47,-1.22,-1.4,0.06,-0.88,-9.76,0.8,-1.89,-1.22,0.61,5.29,18.27,51.43,-19580.08,-19824.22,12.49,0.04,1.34,12.16,0.0
36331.0,0,0,1,0,0,0,0.0,0.0,49.5,23.21,25.54,23.2,-572.66,29.76,28.72,101163.25,-175711.25,-1.27,-9.62,0.47,-1.04,-1.04,0.12,-0.91,-9.76,0.78,-1.65,-0.91,0.73,2.88,11.54,41.34,-19677.73,-19689.94,12.56,0.04,1.37,12.28,0.02
36356.0,0,0,1,0,0,0,0.0,0.0,49.5,23.21,24.25,23.2,22.89,29.76,28.73,101165.92,101253.17,-1.24,-9.65,0.45,-0.79,-1.46,0.06,-0.88,-9.79,0.75,-1.46,-1.28,0.73,-2.4,18.27,39.9,-19140.62,-19689.94,12.52,0.05,1.35,12.28,0.0
36381.0,0,0,1,0,0,0,0.0,0.0,49.5,23.21,25.22,23.21,22.87,29.75,28.73,101162.81,-179726.42,-1.25,-9.62,0.48,-0.73,-2.2,-0.12,-0.88,-9.77,0.77,-1.34,-2.01,0.55,2.88,12.02,49.03,-19580.08,-19750.98,12.51,0.05,1.36,12.05,0.02
36409.0,0,0,1,0,0,0,0.0,0.0,49.5,23.21,25.86,23.2,22.87,29.76,28.74,101170.2,101257.47,-1.25,-9.62,0.42,-0.61,-2.38,0.0,-0.9,-9.78,0.77,-1.28,-2.13,0.61,-1.44,15.86,47.59,-18872.07,-19775.39,12.44,0.05,1.38,11.86,0.0
36434.0,0,0,1,0,0,0,0.0,0.0,49.41,23.18,25.86,23.16,-572.66,29.76,28.74,101163.77,-175726.94,-1.2,-9.61,0.46,-0.55,-1.77,0.18,-0.83,-9.76,0.77,-1.22,-1.52,0.85,0.96,13.94,46.15,-19848.63,-19677.73,12.52,0.04,1.31,12.31,0.0
36460.0,0,0,1,0,0,0,0.0,0.0,49.41,23.18,25.54,23.19,22.85,29.77,28.73,101169.23,-179719.61,-1.2,-9.64,0.49,-0.3,-1.46,0.3,-0.86,-9.78,0.8,-1.04,-1.34,0.91,-1.92,13.94,40.38,-19824.22,-19702.15,12.52,0.05,1.37,12.3,0.02
36486.0,0,0,1,0,0,0,0.0,0.0,49.41,23.18,25.54,23.18,22.84,29.76,28.71,101163.0,101274.12,-1.28,-9.62,0.37,-0.12,-1.71,0.43,-0.93,-9.77,0.7,-0.91,-1.52,0.98,-0.48,10.58,49.03,-19750.98,-19189.45,12.54,0.05,1.34,12.16,0.0
36512.0,0,0,1,0,0,0,0.0,0.0,49.41,23.18,25.54,23.19,22.87,29.75,28.72,101156.77,101267.09,-1.24,-9.66,0.47,0.0,-2.01,0.37,-0.87,-9.78,0.8,-0.73,-1.89,0.98,-0.48,8.65,46.15,-19897.46,-20019.53,12.27,0.04,1.41,12.2,0.05
36537.0,0,0,1,0,0,0,0.0,0.0,49.72,23.18,26.19,23.19,-572.66,29.77,28.73,101162.64,-175758.28,-1.25,-9.64,0.48,0.06,-1.95,0.24,-0.88,-9.77,0.8,-0.61,-1.77,0.91,1.92,19.23,44.22,-19787.6,-19824.22,12.64,0.04,1.34,12.22,0.01
36562.0,0,0,1,0,0,0,0.0,0.0,49.72,23.18,25.54,23.21,22.88,29.77,28.73,101165.47,101279.95,-1.23,-9.62,0.42,0.0,-1.77,0.37,-0.88,-9.75,0.75,-0.61,-1.59,0.98,-0.96,19.23,43.26,-19567.87,-19763.18,12.51,0.06,1.38,12.27,0.02
36587.0,0,0,1,0,0,0,0.0,0.0,49.72,23.18,25.86,23.21,22.89,29.77,28.73,101159.44,-179734.5,-1.22,-9.63,0.5,-0.06,-1.22,0.43,-0.85,-9.77,0.8,-0.67,-1.16,1.1,-1.92,19.71,42.78,-19775.39,-19970.7,12.51,0.05,1.34,12.2,0.0
36619.0,0,0,1,0,0,0,0.0,0.0,49.72,23.18,24.25,23.21,22.87,29.76,28.73,101174.5,101290.83,-1.26,-9.63,0.49,-0.12,-1.16,0.49,-0.89,-9.77,0.8,-0.73,-1.04,1.16,0.48,18.27,49.03,-19665.53,-19726.56,12.53,0.06,1.38,12.25,0.01
36644.0,0,0,1,0,0,0,0.0,0.0,49.59,23.2,25.86,23.17,22.85,29.78,28.75,101158.11,101248.48,-1.24,-9.62,0.48,-0.18,-1.34,0.61,-0.88,-9.77,0.8,-0.79,-1.16,1.16,4.81,18.27,36.53,-19689.94,-19860.84,12.48,0.06,1.29,12.28,0.0
36669.0,0,0,1,0,0,0,0.0,0.0,49.59,23.2,25.86,23.18,-572.66,29.77,28.75,101181.59,-175711.25,-1.24,-9.62,0.43,-0.24,-1.22,0.43,-0.87,-9.77,0.77,-0.98,-1.04,1.1,-1.44,12.98,45.18,-19897.46,-20166.02,12.52,0.05,1.34,12.28,0.0
36694.0,0,0,1,0,0,0,0.0,0.0,49.59,23.2,24.57,23.19,22.86,29.79,28.74,101171.11,101266.33,-1.3,-9.64,0.49,-0.3,-1.4,0.3,-0.95,-9.77,0.82,-0.98,-1.16,0.85,1.92,12.98,50.47,-19982.91,-19958.5,12.54,0.03,1.37,12.25,0.02
36719.0,0,0,1,0,0,0,0.0,0.0,49.59,23.2,24.57,23.19,-572.66,29.77,28.74,101162.31,-175711.25,-1.26,-9.62,0.46,-0.43,-1.1,0.12,-0.91,-9.77,0.8,-1.1,-0.91,0.73,-0.48,13.94,39.42,-19299.32,-19763.18,12.52,0.07,1.36,12.22,0.0
36744.0,0,0,1,0,0,0,0.0,0.0,49.59,23.23,23.93,23.2,22.87,29.77,28.74,101166.73,-179728.97,-1.25,-9.62,0.39,-0.43,-0.67,0.0,-0.89,-9.76,0.73,-1.16,-0.43,0.61,-3.36,12.98,37.49,-19677.73,-19982.91,12.52,0.04,1.37,12.25,0.02
36770.0,0,0,1,0,0,0,0.0,0.0,49.59,23.23,25.54,23.19,22.88,29.77,28.75,101166.12,-179729.83,-1.29,-9.66,0.51,-0.43,-0.91,-0.24,-0.95,-9.78,0.84,-1.1,-0.79,0.43,7.21,13.94,48.07,-19934.08,-19897.46,12.48,0.05,1.36,12.34,0.0
36795.0,0,0,1,0,0,0,0.0,0.0,49.59,23.23,25.86,23.2,-572.66,29.77,28.76,101163.14,-175715.75,-1.3,-9.63,0.43,-0.24,-1.28,-0.49,-0.96,-9.76,0.79,-0.91,-1.1,0.24,0.96,18.27,53.84,-19812.01,-19885.25,12.52,0.05,1.34,12.27,0.0
36825.0,0,0,1,0,0,0,0.0,0.0,49.59,23.23,25.22,23.21,22.89,29.78,28.75,101167.45,101266.27,-1.27,-9.62,0.42,-0.24,-1.77,-0.67,-0.92,-9.76,0.72,-0.91,-1.59,-0.06,0.96,14.9,41.82,-19580.08,-20056.15,12.54,0.02,1.37,12.2,0.0
36850.0,0,0,1,0,0,0,0.0,0.0,49.64,23.17,25.22,23.18,22.85,29.78,28.76,101167.62,101275.34,-1.26,-9.66,0.55,-0.12,-1.89,-0.98,-0.9,-9.78,0.84,-0.85,-1.71,-0.37,-0.48,15.86,50.47,-19750.98,-19592.29,12.49,0.07,1.34,12.25,0.0
36875.0,0,0,1,0,0,0,0.0,0.0,49.64,23.17,23.61,23.19,-572.66,29.78,28.76,101161.03,-175706.78,-1.25,-9.62,0.44,-0.12,-1.46,-1.1,-0.87,-9.75,0.74,-0.85,-1.28,-0.49,-3.85,12.02,52.4,-20019.53,-20007.32,12.52,0.04,1.36,12.22,0.02
36900.0,0,0,1,0,0,0,0.0,0.0,49.64,23.17,25.22,23.2,22.86,29.78,28.75,101164.75,-179724.72,-1.26,-9.63,0.52,-0.3,-1.52,-1.22,-0.9,-9.77,0.82,-0.98,-1.34,-0.61,1.44,10.09,42.3,-19958.5,-19665.53,12.52,0.05,1.36,12.26,0.0
36925.0,0,0,1,0,0,0,0.0,0.0,49.64,23.17,25.54,23.21,22.88,29.78,28.75,101156.44,101285.09,-1.24,-9.62,0.51,-0.49,-1.95,-1.34,-0.87,-9.76,0.8,-1.16,-1.77,-0.73,2.88,12.02,46.15,-19665.53,-19970.7,12.54,0.04,1.35,12.25,0.0
36950.0,0,0,1,0,0,0,0.0,0.0,49.58,23.24,25.22,23.2,22.88,29.78,28.76,101165.23,101275.55,-1.21,-9.63,0.42,-0.73,-1.65,-1.4,-0.86,-9.78,0.73,-1.4,-1.52,-0.73,-0.96,23.07,40.86,-19567.87,-19885.25,12.54,0.04,1.36,12.25,0.0
36975.0,0,0,1,0,0,0,0.0,0.0,49.58,23.24,25.22,23.2,-572.66,29.8,28.76,101172.73,-175706.78,-1.19,-9.64,0.52,-1.04,-1.04,-1.4,-0.81,-9.79,0.81,-1.65,-0.85,-0.79,4.33,16.34,54.32,-19580.08,-19653.32,12.54,0.05,1.34,12.18,0.0
